text_id,speaker_id,gender,topics,conv_id,turn,text,length,age_cat,clean_text,label,trigram_pred
28588,S0281,M,"['estate agents', 'travelling']",SFPK,91,well,1,50_plus,well,1,1
25213,S0635,M,"['honeymoon', 'usa', 'iceland', 'boston', 'portland maine', 'family', 'california road trip', 'san francisco', 'la', 'camping', 'hotels', 'motels', 'national parks', 'desert', 'outsider art', 'food.']",SEGJ,2586,and you're gonna leave without ever seeing like the most ridiculous beach or something and it's like,20,19_29,and you're gonna leave without ever seeing like the most ridiculous beach or something and it's like,0,0
33722,S0084,F,[],SJLT,1591,"oh no you were gonna go yesterday but you went swimming <pause dur=""short"" /> yeah",13,19_29,"oh no you were gonna go yesterday but you went swimming <pause dur=""short"" /> yeah",0,0
40309,S0012,M,['no info'],SMF3,947,oh I didn't have Sherlock Holmes,7,50_plus,oh i didn't have sherlock holmes,1,1
37752,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,9,"so so the the difference between Beijing on a bad day and London is er is a is a different erm er you know different kind of <vocal desc=""laugh"" /> er",28,50_plus,"so so the the difference between beijing on a bad day and london is er is a is a different erm er you know different kind of <vocal desc=""laugh"" /> er",1,1
20048,S0179,M,[],SCXU,504,"I'm not sure <pause dur=""short"" /> it's good though",8,19_29,"i'm not sure <pause dur=""short"" /> it's good though",0,0
47410,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,452,but I've never found a I've never heard of any come across any other building that's put up by him,23,50_plus,but i've never found a i've never heard of any come across any other building that's put up by him,1,1
36644,S0628,F,"['politics (racisim)', 'what we have ordered', 'work politics', 'housing', 'capitalism']",SLH6,148,which is what they're doing quite specific,8,19_29,which is what they're doing quite specific,0,1
15152,S0486,F,"['membership of a society', 'life information', 'some technical engineering subjects.']",S9F7,108,"oh well that's erm <pause dur=""short"" /> that's er so you've been in actually been in this area all your life <pause dur=""short"" /> and erm <pause dur=""short"" /> we've erm <pause dur=""short"" /> er we've moved around a lot but you haven't moved anywhere?",40,50_plus,"oh well that's erm <pause dur=""short"" /> that's er so you've been in actually been in this area all your life <pause dur=""short"" /> and erm <pause dur=""short"" /> we've erm <pause dur=""short"" /> er we've moved around a lot but you haven't moved anywhere?",1,1
28198,S0237,F,"['the weekend', 'work', 'chichester', 'family', 'british national corpus', 'linguistics', 'pay day', 'colleagues', 'photos', 'names', 'hometowns', 'personal information', 'divorce', 'musicals', 'theatre', 'university', 'malaysian dialect', 'time off', 'judge judy', 'grades', 'creative writing', 'undergraduate degrees', 'novel writing', 'grammar', 'referencing', 'fireworks', 'money & budgets', 'supervisor position', 'coffee', 'schedules', 'greece', 'friends & family', 'tefl', 'tuitions fees', 'student loans', ""master's degrees"", 'boyfriends', 'relationships', 'proposal', 'marriage', 'siblings', 'passives', 'hair', 'cheating ']",SFNQ,741,that's really good <unclear />,5,19_29,that's really good <unclear />,0,0
44582,S0535,M,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,10,all of it,3,50_plus,all of it,1,0
25417,S0084,F,"['friendships', 'relationships', 'clothes']",SEGU,780,"mm <pause dur=""short"" /> right <pause dur=""short"" /> it'll be quite a whistle-stop",8,19_29,"mm <pause dur=""short"" /> right <pause dur=""short"" /> it'll be quite a whistle-stop",0,0
14191,S0380,M,"['computers', 'internet', 'university', 'exams', 'japan', 'tokyo', 'travel plans', 'plans for the future', 'restaurants']",S9E6,1021,yeah I'll do it,5,19_29,yeah i'll do it,0,1
55891,UNKMULTI,F,"['food', 'identity', 'friends']",SV2V,250,"<vocal desc=""laugh"" />",0,19_29,"<vocal desc=""laugh"" />",0,0
6936,S0275,F,"['university', 'going out', 'food', 'dreams', 'tv shows', 'pregnancy', 'relationships with parents', 'future', 'travelling', 'foreign languages', 'studying', 'literature', '']",S5DJ,235,yeah,1,19_29,yeah,0,0
31720,S0444,F,"['food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'health', 'future plans']",SHHG,826,I think she's got maths at <unclear />,8,19_29,i think she's got maths at <unclear />,0,0
34947,S0281,M,"['buses', ""day's activities"", 'pension', 'sleep']",SKNF,63,you cannot claim Jobseeker's Allowance,7,50_plus,you cannot claim jobseeker's allowance,1,1
35979,S0179,M,"['parks', 'travelling', 'friends', 'unpaid internships', 'unemployment', 'renewable energy', 'careers services', 'work', 'animal rights', 'yorkshire', 'giving directions']",SL76,298,<unclear />,1,19_29,<unclear />,0,0
1908,S0243,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,716,"eventually I did it but I was telling <anon nameType=""f"" type=""name"" /> about it cos she came two or three days afterwards and she said you really should slow down as you get up",31,50_plus,"eventually i did it but i was telling <anon nametype=""f"" type=""name"" /> about it cos she came two or three days afterwards and she said you really should slow down as you get up",1,1
52770,S0012,M,['no info'],ST64,271,"no we didn't <pause dur=""short"" /> we just we just did Christmas we did we didn't do birthdays",17,50_plus,"no we didn't <pause dur=""short"" /> we just we just did christmas we did we didn't do birthdays",1,0
23125,S0281,M,"['recent news', 'personal situation']",SDJ9,21,yeah sure,2,50_plus,yeah sure,1,1
46693,S0529,F,"['terrorism', 'politics', 'men', 'a small worm found in a box of raspberries', '']",SPYD,732,"<vocal desc=""laugh"" /> well how old do they have to be?",9,19_29,"<vocal desc=""laugh"" /> well how old do they have to be?",0,1
59637,S0486,F,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,271,right,1,50_plus,right,1,1
65694,S0268,M,['how to overcome problem of strings breaking; methods involved (including using cable ties); materials/dimensions/positioning/weight; costing; trailing the ideas; discussion on the use of the word ‘fleet’; use of product in primary school v. secondary school; cutting ear lobe and stripe in hair by mistake; marketing the idea; dragons’ den; resulting new haircut...'],SZNP,284,mm okay,2,50_plus,mm okay,1,1
47280,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,322,it was quite a interesting experience,6,50_plus,it was quite a interesting experience,1,1
48940,UNKFEMALE,F,['health issues'],SQS3,343,<unclear /> Liberia or Sierra Leone in the last forty-two days,10,50_plus,<unclear /> liberia or sierra leone in the last forty-two days,1,1
28775,S0428,F,"['work', 'plans', 'holidays', 'travel', 'norway']",SFR2,43,"and erm caught the train out to <anon type=""place"" /> which is like a little town on the coast near <anon type=""place"" />",19,19_29,"and erm caught the train out to <anon type=""place"" /> which is like a little town on the coast near <anon type=""place"" />",0,0
11086,S0264,M,"['work', 'new technology']",S7QY,243,nobody's,2,50_plus,nobody's,1,1
32538,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,789,"oh yes I mean but I mean within <anon type=""place"" /> but they",11,50_plus,"oh yes i mean but i mean within <anon type=""place"" /> but they",1,1
52319,S0679,F,"['local authority trees outside anon’s house', 'leeds triathlon and disruption on 12 june', 'about selling things to a shop in harehills', 'leeds', 'other shops in leeds', 'bicycle', 'bags for life carrier bags local authority recycling and bin issues']",SRWD,404,yes,1,50_plus,yes,1,1
34237,S0084,F,"['relationships', 'tv', 'monarchy']",SK3B,593,mm,1,19_29,mm,0,1
47416,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,458,yeah oh,2,50_plus,yeah oh,1,0
59038,S0426,M,"['safari-type wildlife holiday', 'university students', '(disertation supervisees); teaching arrangements; job advertisments & applicants']",SX6V,20,wow,1,50_plus,wow,1,0
34535,S0041,F,"['relationships', 'tv', 'monarchy']",SK3B,1758,mm,1,19_29,mm,0,1
54539,S0084,F,[],SU82,925,God,1,19_29,god,0,0
24501,S0444,F,"['halloween party', 'relationships', 'work', 'future', 'holiday', 'new job', 'friends', 'interview', 'the past']",SECS,1246,"you know in <anon type=""place"" /> who does marketing apart from <anon nameType=""m"" type=""name"" /> but he works on a different thing so yeah it's kind of like I dunno",28,19_29,"you know in <anon type=""place"" /> who does marketing apart from <anon nametype=""m"" type=""name"" /> but he works on a different thing so yeah it's kind of like i dunno",0,0
49577,S0378,F,"['relationships', 'food', 'work', 'studying', 'family', 'future plans', 'domestic issues', 'birthdays']",SR96,242,oh bless him,3,19_29,oh bless him,0,0
43055,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,462,will only be used at peak times do you just need to move your <unclear>appointments</unclear>?,15,50_plus,will only be used at peak times do you just need to move your <unclear>appointments</unclear>?,1,0
565,S0336,F,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,649,she keeps doing it to herself though,7,19_29,she keeps doing it to herself though,0,0
56463,S0439,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,135,"but you have to get to <anon type=""place"" /> for what like one o'clock two o'clock and if the flight's at four you know you still have to take like a half day and stuff so I was like me and <anon nameType=""f"" type=""name"" /> just we're just like it doesn't make any sense and like yeah we had to pay for an extra night",63,19_29,"but you have to get to <anon type=""place"" /> for what like one o'clock two o'clock and if the flight's at four you know you still have to take like a half day and stuff so i was like me and <anon nametype=""f"" type=""name"" /> just we're just like it doesn't make any sense and like yeah we had to pay for an extra night",0,0
7250,S0015,F,['bringing my daughter from abroad to live here'],S5ER,163,when your <trunc>mon</trunc> as I I was saying to you the other day you couldn't apply they wouldn't help you right now at all,25,50_plus,when your <trunc>mon</trunc> as i i was saying to you the other day you couldn't apply they wouldn't help you right now at all,1,1
7231,S0281,M,['bringing my daughter from abroad to live here'],S5ER,144,mm,1,50_plus,mm,1,1
22149,S0486,F,"['military experience', 'career', 'meeting his wife', 'places in taunton.']",SDEX,205,mm,1,50_plus,mm,1,1
10119,S0355,M,"['religion', 'international events', 'life', 'education.']",S7K2,54,"er well I think a man gets to a time when <pause dur=""short"" /> basically he should have had more fun I think you know and er <pause dur=""short"" /> it happens I suspect generally forties fifties",31,50_plus,"er well i think a man gets to a time when <pause dur=""short"" /> basically he should have had more fun i think you know and er <pause dur=""short"" /> it happens i suspect generally forties fifties",1,1
38541,S0013,F,['no info'],SLMK,76,it's all creased up,5,50_plus,it's all creased up,1,1
56441,S0439,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,43,before my training,3,19_29,before my training,0,0
21938,S0041,F,"['the military', 'magazines', 'films', 'computers']",SDAJ,596,"that don't ever watch that <pause dur=""short"" /> that could really happen <pause dur=""short"" /> that's about gypos <pause dur=""short"" /> killer <pause dur=""short"" /> gypo killer <pause dur=""short"" /> killer gypos",19,19_29,"that don't ever watch that <pause dur=""short"" /> that could really happen <pause dur=""short"" /> that's about gypos <pause dur=""short"" /> killer <pause dur=""short"" /> gypo killer <pause dur=""short"" /> killer gypos",0,0
8310,S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,604,"I've got that <pause dur=""short"" /> it's awesome",7,19_29,"i've got that <pause dur=""short"" /> it's awesome",0,0
17446,S0015,F,"['recent mail', 'job prospects']",SA9T,82,no,1,50_plus,no,1,1
1050,S0679,F,"['computers', 'work colleagues in computing', 'furniture', 'discuss tidying up a house']",S2CY,210,would that small table help?,6,50_plus,would that small table help?,1,1
42300,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1191,pretty sure I do as well,6,19_29,pretty sure i do as well,0,0
18521,S0198,F,"['university', 'linguistics', 'timetabling', 'tuition fees', 'research', 'lecturers', 'language classes', 'food', 'cooking', 'vegetarianism', 'animal treatment', 'food preparation', 'studying', 'dinner', 'supermarkets', 'languages', 'lunch', 'food combinations', 'south korea', 'men and women in south korea', 'festivals', 'china', 'travel', 'computer games for sale', 'family', 'back gardens', 'flats.']",SB9K,1111,yeah no I'll toast this one that I've just made,12,19_29,yeah no i'll toast this one that i've just made,0,0
8106,S0439,F,"['holiday', 'great north run', 'newcastle', 'netball', 'sport', 'food', 'friends', 'catch-up']",S5YC,647,cos erm you know they're being made into an academy?,12,19_29,cos erm you know they're being made into an academy?,0,1
254,S0642,M,"['art course running at the time', 'plus old issues concerning old college.']",S29X,255,I think he was chairman of the Nineteen Twenty-Two Committee,10,50_plus,i think he was chairman of the nineteen twenty-two committee,1,1
34461,S0084,F,"['relationships', 'tv', 'monarchy']",SK3B,1482,is that when you get paid? What month are we in?,13,19_29,is that when you get paid? what month are we in?,0,0
31019,S0198,F,"['study', ""tomorrow's plans"", 'cooking', 'smoking', 'selling cds', 'the internet', 'cataloguing', 'children', 'beer and cigarettes', ""master's degrees"", 'linguistics', 'visiting home', 'family', 'basque', 'jobs', 'south korea', 'grammar', 'budgets', 'pheromones']",SGN8,738,oh yeah of course we don't,7,19_29,oh yeah of course we don't,0,0
41771,S0012,M,['no info'],SNCM,112,that's five,3,50_plus,that's five,1,0
62968,S0012,M,"['looking at pictures', 'dentists', 'gardening']",SYDJ,171,"and people have picnics in there <pause dur=""short"" /> ain't you seen em?",12,50_plus,"and people have picnics in there <pause dur=""short"" /> ain't you seen em?",1,1
66467,S0439,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,2343,a nice group of people to hang out with,9,19_29,a nice group of people to hang out with,0,0
18235,S0192,M,"['university', 'linguistics', 'timetabling', 'tuition fees', 'research', 'lecturers', 'language classes', 'food', 'cooking', 'vegetarianism', 'animal treatment', 'food preparation', 'studying', 'dinner', 'supermarkets', 'languages', 'lunch', 'food combinations', 'south korea', 'men and women in south korea', 'festivals', 'china', 'travel', 'computer games for sale', 'family', 'back gardens', 'flats.']",SB9K,9,mm,1,19_29,mm,0,1
35699,S0058,F,"['cities', 'holidays', 'friends', 'family', 'films', 'tv', 'cars', 'adverts', 'music', 'food']",SKRZ,150,"yeah <pause dur=""short"" /> so em yeah it was something he's doing <pause dur=""short"" /> is he doing anything next weekend I can't remember <pause dur=""short"" /> I'm sure there was something he was doing on Saturday",31,19_29,"yeah <pause dur=""short"" /> so em yeah it was something he's doing <pause dur=""short"" /> is he doing anything next weekend i can't remember <pause dur=""short"" /> i'm sure there was something he was doing on saturday",0,0
29260,S0491,F,"['work and childhood', 'general life.']",SFYX,346,"<vocal desc=""laugh"" />",0,50_plus,"<vocal desc=""laugh"" />",1,0
28875,S0120,M,"['work', 'the budget', 'musicals']",SFT2,118,oh right,2,19_29,oh right,0,1
20646,S0179,M,"['food', 'holidays']",SD6X,2001,no,1,19_29,no,0,1
28332,S0237,F,"['the weekend', 'work', 'chichester', 'family', 'british national corpus', 'linguistics', 'pay day', 'colleagues', 'photos', 'names', 'hometowns', 'personal information', 'divorce', 'musicals', 'theatre', 'university', 'malaysian dialect', 'time off', 'judge judy', 'grades', 'creative writing', 'undergraduate degrees', 'novel writing', 'grammar', 'referencing', 'fireworks', 'money & budgets', 'supervisor position', 'coffee', 'schedules', 'greece', 'friends & family', 'tefl', 'tuitions fees', 'student loans', ""master's degrees"", 'boyfriends', 'relationships', 'proposal', 'marriage', 'siblings', 'passives', 'hair', 'cheating ']",SFNQ,1276,that's so good,4,19_29,that's so good,0,0
2530,S0439,F,"['food', 'weekend', 'work', 'english counties and places', 'halloween parties', 'future 5-year plans.  ']",S382,1382,"cos it was <pause dur=""short"" /> it's really weird because obviously <anon nameType=""m"" type=""name"" /> lived in <pause dur=""short"" /> <anon type=""place"" />",13,19_29,"cos it was <pause dur=""short"" /> it's really weird because obviously <anon nametype=""m"" type=""name"" /> lived in <pause dur=""short"" /> <anon type=""place"" />",0,0
42570,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,2363,"<vocal desc=""laugh"" /> <unclear>with his nice little family</unclear>",0,19_29,"<vocal desc=""laugh"" /> <unclear>with his nice little family</unclear>",0,0
28265,S0192,M,"['the weekend', 'work', 'chichester', 'family', 'british national corpus', 'linguistics', 'pay day', 'colleagues', 'photos', 'names', 'hometowns', 'personal information', 'divorce', 'musicals', 'theatre', 'university', 'malaysian dialect', 'time off', 'judge judy', 'grades', 'creative writing', 'undergraduate degrees', 'novel writing', 'grammar', 'referencing', 'fireworks', 'money & budgets', 'supervisor position', 'coffee', 'schedules', 'greece', 'friends & family', 'tefl', 'tuitions fees', 'student loans', ""master's degrees"", 'boyfriends', 'relationships', 'proposal', 'marriage', 'siblings', 'passives', 'hair', 'cheating ']",SFNQ,1015,and we've just got enough money for you know we've got enough <trunc>f</trunc> money for food and a couple of drinks out a week,25,19_29,and we've just got enough money for you know we've got enough <trunc>f</trunc> money for food and a couple of drinks out a week,0,0
1629,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,437,mm,1,50_plus,mm,1,1
35922,S0058,F,"['parks', 'travelling', 'friends', 'unpaid internships', 'unemployment', 'renewable energy', 'careers services', 'work', 'animal rights', 'yorkshire', 'giving directions']",SL76,56,well because yeah if you own a taxi,8,19_29,well because yeah if you own a taxi,0,1
54249,S0203,M,"['sports', 'uni', 'work', 'bands']",STZ3,329,I am,2,19_29,i am,0,0
41641,S0336,F,"['driving', 'cars', 'commuting', 'saving']",SNCL,129,"it's such a big thing and for them to just be like oh by the way now you're permanent and that that be it that's quite disappointing <pause dur=""short"" /> you have to really like in your one to one",40,19_29,"it's such a big thing and for them to just be like oh by the way now you're permanent and that that be it that's quite disappointing <pause dur=""short"" /> you have to really like in your one to one",0,0
17092,S0281,M,"['food', 'china', 'laptop']",S9ZP,257,mm,1,50_plus,mm,1,1
37933,S0486,F,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,190,right,1,50_plus,right,1,1
41445,S0282,F,"['sources of funds to convert churches', 'history of a charitable building', 'fundraising tips']",SN59,366,right,1,50_plus,right,1,1
10652,S0529,F,"['the future and old age', 'art', 'essays', 'computer games']",S7NV,289,these are all hideous,4,19_29,these are all hideous,0,0
28295,S0192,M,"['the weekend', 'work', 'chichester', 'family', 'british national corpus', 'linguistics', 'pay day', 'colleagues', 'photos', 'names', 'hometowns', 'personal information', 'divorce', 'musicals', 'theatre', 'university', 'malaysian dialect', 'time off', 'judge judy', 'grades', 'creative writing', 'undergraduate degrees', 'novel writing', 'grammar', 'referencing', 'fireworks', 'money & budgets', 'supervisor position', 'coffee', 'schedules', 'greece', 'friends & family', 'tefl', 'tuitions fees', 'student loans', ""master's degrees"", 'boyfriends', 'relationships', 'proposal', 'marriage', 'siblings', 'passives', 'hair', 'cheating ']",SFNQ,1109,no? I don't have any cash on me but to say thank you I'll totally grab you the,21,19_29,no? i don't have any cash on me but to say thank you i'll totally grab you the,0,0
51654,S0584,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,1509,that's what I was thinking but,7,19_29,that's what i was thinking but,0,0
31865,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,116,what's that?,4,50_plus,what's that?,1,0
24173,S0337,M,"['league of legends', 'work', 'training', '']",SE6F,512,"there he is <pause dur=""short"" /> are you gonna use some of your abilities? and then you <pause dur=""short"" /> then use your R",20,19_29,"there he is <pause dur=""short"" /> are you gonna use some of your abilities? and then you <pause dur=""short"" /> then use your r",0,0
46762,S0530,F,"['terrorism', 'politics', 'men', 'a small worm found in a box of raspberries', '']",SPYD,981,he took over I think he's a fairly alright doctor but like I wasn't that keen on his,20,19_29,he took over i think he's a fairly alright doctor but like i wasn't that keen on his,0,0
1399,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,207,"yeah <vocal desc=""laugh"" />",1,50_plus,"yeah <vocal desc=""laugh"" />",1,0
56585,S0439,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,631,yeah cos then it becomes an obligation,7,19_29,yeah cos then it becomes an obligation,0,0
11180,S0264,M,"['work', 'new technology']",S7QY,337,yeah but why but nag but er if she can afford why can't she afford to get one of the many many local landscape?,26,50_plus,yeah but why but nag but er if she can afford why can't she afford to get one of the many many local landscape?,1,1
21457,S0450,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,571,"January <pause dur=""short"" /> it's in June it's a long way away but we're trying to <pause dur=""short"" /> you know we did a thing?",23,19_29,"january <pause dur=""short"" /> it's in june it's a long way away but we're trying to <pause dur=""short"" /> you know we did a thing?",0,1
66484,S0439,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,2417,yeah,1,19_29,yeah,0,0
42506,S0585,F,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,2044,"<vocal desc=""laugh"" />",0,19_29,"<vocal desc=""laugh"" />",0,0
16864,S0281,M,"['food', 'china', 'laptop']",S9ZP,29,well I dunno what time he wants to er to meet up,14,50_plus,well i dunno what time he wants to er to meet up,1,1
42121,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,501,that's far,3,19_29,that's far,0,0
1481,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,289,"<vocal desc=""laugh"" /> it says <anon nameType=""f"" type=""name"" />",3,50_plus,"<vocal desc=""laugh"" /> it says <anon nametype=""f"" type=""name"" />",1,0
15880,S0441,F,"['sport', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'house']",S9KS,229,"<vocal desc=""laugh"" />",0,19_29,"<vocal desc=""laugh"" />",0,0
41724,S0013,F,['no info'],SNCM,65,huh,1,50_plus,huh,1,0
53083,S0428,F,"['bonfire night', 'festivals', 'fireworks', 'valencia']",STBF,183,"yeah <pause dur=""short"" /> oh really?",4,19_29,"yeah <pause dur=""short"" /> oh really?",0,0
20507,S0058,F,"['food', 'holidays']",SD6X,1446,"ah <pause dur=""short"" /> that's nothing <pause dur=""short"" /> pennies <pause dur=""short"" /> <vocal desc=""laugh"" /> Oh",6,19_29,"ah <pause dur=""short"" /> that's nothing <pause dur=""short"" /> pennies <pause dur=""short"" /> <vocal desc=""laugh"" /> oh",0,0
30377,S0486,F,"['designing a glass door', 'and some gardening concerns.  ']",SG97,153,and then if it stands out well I'm sure there's a plate a light that's like a plate that you slip behind,25,50_plus,and then if it stands out well i'm sure there's a plate a light that's like a plate that you slip behind,1,1
8109,S0441,F,"['holiday', 'great north run', 'newcastle', 'netball', 'sport', 'food', 'friends', 'catch-up']",S5YC,656,"<vocal desc=""laugh"" />",0,19_29,"<vocal desc=""laugh"" />",0,0
10250,S0281,M,"['religion', 'international events', 'life', 'education.']",S7K2,185,"<shift new=""singing"" /> you picked a fine time to leave me Lucille with four hungry kids and a crop in the field <pause dur=""short"" /> I've had some bad times <shift new=""normal"" />",25,50_plus,"<shift new=""singing"" /> you picked a fine time to leave me lucille with four hungry kids and a crop in the field <pause dur=""short"" /> i've had some bad times <shift new=""normal"" />",1,0
50654,S0247,F,['how hard it is to learn spanish / different language learning methodologies / nations where people speak two languages (catalan/castillian etc.) '],SRDJ,205,but they are there are a lot of similarities,9,50_plus,but they are there are a lot of similarities,1,1
26656,S0679,F,"['making a shopping list', 'ages on birthday cards', 'buying calendar fobs', 'art and craft at school', 'other things from primary school', 'hockey boots', 'subjects for study at university – sound recording', 'wider take on social history', 'changes in computers and computing', 'passing computers to computing museum', 'volunteering at computing museum']",SEVC,224,mm,1,50_plus,mm,1,1
33150,S0265,M,['travel and domestic arrangements'],SJAW,74,"<anon type=""place"" />",1,50_plus,"<anon type=""place"" />",1,1
21252,S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,568,in Zimbabwe at the moment,5,50_plus,in zimbabwe at the moment,1,1
38007,S0486,F,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,264,so it was potatoes and and vegetables,7,50_plus,so it was potatoes and and vegetables,1,1
56889,S0253,M,"['films', 'the dentist', 'holidays', 'books', 'gigs', 'food', 'football', 'writing', 'accents', 'tv shows', 'music', 'citibikes']",SVFH,251,release the hounds,3,19_29,release the hounds,0,0
23945,S0441,F,"['food', 'friends', 'relationships', 'tv programmes', 'work', 'complaining.  ']",SE2C,123,<trunc>bli</trunc>blimey?,2,19_29,<trunc>bli</trunc>blimey?,0,1
59880,S0041,F,[],SXCW,243,"<anon nameType=""m"" type=""name"" /> a bit dim?",5,19_29,"<anon nametype=""m"" type=""name"" /> a bit dim?",0,0
51621,S0584,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,1387,that's <unclear /> yeah you can't now that's the <unclear /> big file but ha not paying eighteen quid for that and fifteen quid on the door,28,19_29,that's <unclear /> yeah you can't now that's the <unclear /> big file but ha not paying eighteen quid for that and fifteen quid on the door,0,0
2665,S0441,F,"['food', 'habits', 'friends', 'relationships. ']",S38F,386,yeah,1,19_29,yeah,0,0
9065,S0355,M,"['business idea', 'friends', 'international news.']",S6AP,373,"<anon nameType=""f"" type=""name"" /> texted me <pause dur=""short"" /> I don't know <pause dur=""short"" /> that all went a bit haywire last night her texting I just <pause dur=""short"" /> yeah it's like a nightmare and er <vocal desc=""laugh"" />",27,50_plus,"<anon nametype=""f"" type=""name"" /> texted me <pause dur=""short"" /> i don't know <pause dur=""short"" /> that all went a bit haywire last night her texting i just <pause dur=""short"" /> yeah it's like a nightmare and er <vocal desc=""laugh"" />",1,0
356,S0439,F,"['food', 'old school friends', 'complaining about things', 'days out', 'gossiping about the neighbour', 'films', 'men', 'shopping', 'news. ']",S2AJ,139,I'll do it,4,19_29,i'll do it,0,1
16685,S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,648,so I thought well and I cut it out,9,50_plus,so i thought well and i cut it out,1,1
42283,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1135,no no not not er strange cos of that but just strange like you're a lightning rod,18,19_29,no no not not er strange cos of that but just strange like you're a lightning rod,0,0
