text_id,speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat
8981,S0281,M,"['business idea', 'friends', 'international news.']",S6AP,289,mm,1,50_plus,mm,1
45977,S0486,F,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,385,erm,1,50_plus,erm,1
3554,S0208,F,"['sport', 'uni', 'work', 'bands', 'translation', 'scientific methods']",S3AV,100,like I've seen other ones with ripped wings flying around and stuff but maybe it touched a nerve or something,21,19_29,like i've seen other ones with ripped wings flying around and stuff but maybe it touched a nerve or something,0
31823,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,74,it's a different way of getting your flannel dry having an orchid drink the water off it but er,20,50_plus,it's a different way of getting your flannel dry having an orchid drink the water off it but er,1
25267,S0084,F,"['friendships', 'relationships', 'clothes']",SEGU,190,"yeah darling <pause dur=""short"" /> <vocal desc=""yawn"" /> Can't stop yawning today",7,19_29,"yeah darling <pause dur=""short"" /> <vocal desc=""yawn"" /> can't stop yawning today",0
6125,S0203,M,"['sports', 'uni', 'work', 'bands']",S52C,146,you need you need to write all this down this is gonna make a right biography <unclear />,18,19_29,you need you need to write all this down this is gonna make a right biography <unclear />,0
50163,S0389,F,"['birdsong identification', 'alarm clocks', 'feeding birds', 'the dentist', 'nosebleeds', 'feeding birds', 'gardening', 'elderly women', 'throat cancer', 'mutual friends']",SRBZ,394,no I'd rather have a bit more please,9,50_plus,no i'd rather have a bit more please,1
19145,S0265,M,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']",SCQC,194,mm,1,50_plus,mm,1
59048,S0426,M,"['safari-type wildlife holiday', 'university students', '(disertation supervisees); teaching arrangements; job advertisments & applicants']",SX6V,30,<trunc>i</trunc>it's not impossible to fall between those,8,50_plus,<trunc>i</trunc>it's not impossible to fall between those,1
207,S0486,F,"['art course running at the time', 'plus old issues concerning old college.']",S29X,208,oh right nothing in it at all?,8,50_plus,oh right nothing in it at all?,1
36983,S0679,F,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,73,well I know where I'm going to put my money initially because it's always easier to open another account with a building society,25,50_plus,well i know where i'm going to put my money initially because it's always easier to open another account with a building society,1
19039,S0265,M,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']",SCQC,88,yeah it was quite misty as well,7,50_plus,yeah it was quite misty as well,1
63395,S0135,F,['the future'],SYTD,387,yeah,1,19_29,yeah,0
16311,UNKMULTI,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,274,"<vocal desc=""laugh"" />",0,50_plus,"<vocal desc=""laugh"" />",1
54536,S0041,F,[],SU82,920,open the door in the first place,7,19_29,open the door in the first place,0
65306,S0012,M,['no info'],SZBV,327,well that's to stop you strangling someone,8,50_plus,well that's to stop you strangling someone,1
63488,S0084,F,['the future'],SYTD,724,"no <pause dur=""short"" /> I would definitely go",5,19_29,"no <pause dur=""short"" /> i would definitely go",0
25279,S0084,F,"['friendships', 'relationships', 'clothes']",SEGU,249,I mean can you put up with it for now?,11,19_29,i mean can you put up with it for now?,0
44225,S0012,M,['no info'],SP5U,423,"and there was room <trunc>f</trunc> to have some on the back bumper <pause dur=""short"" /> standing on the back bumper",16,50_plus,"and there was room <trunc>f</trunc> to have some on the back bumper <pause dur=""short"" /> standing on the back bumper",1
9133,S0041,F,"['men', 'health', 'food ']",S6J2,240,"yeah <pause dur=""short"" /> I found that out today <pause dur=""short"" /> but it's only like Tuesday to Friday which is well a bit of a dud deal if you ask me",27,19_29,"yeah <pause dur=""short"" /> i found that out today <pause dur=""short"" /> but it's only like tuesday to friday which is well a bit of a dud deal if you ask me",0
17067,S0015,F,"['food', 'china', 'laptop']",S9ZP,232,hm?,2,50_plus,hm?,1
10903,S0265,M,"['work', 'new technology']",S7QY,60,yeah,1,50_plus,yeah,1
1865,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,673,"I thought well I'm not doing the theatre any more so I can do it and he's <trunc>al</trunc> he was always been asking for extra committee members erm <trunc>n</trunc> you know there are people who are willing to help with the tea and coffee at the meetings and things like that but nobody wants to sign up for the committee erm and he had been I say he cos because there's one bloke called <anon nameType=""m"" type=""name"" /> whose wife does stuff as well erm and everybody else is female erm and he is the leader and until this year he was the treasurer as well now somebody has stepped up to be treasurer erm so I went to the first meeting and said you know I'll I'm volunteering for the committee I mean it obviously it's between AGMs but they they can do that relatively informally it's not like <anon type=""miscPersonalInfo"" /> I had to fill a form in that goes off to",164,50_plus,"i thought well i'm not doing the theatre any more so i can do it and he's <trunc>al</trunc> he was always been asking for extra committee members erm <trunc>n</trunc> you know there are people who are willing to help with the tea and coffee at the meetings and things like that but nobody wants to sign up for the committee erm and he had been i say he cos because there's one bloke called <anon nametype=""m"" type=""name"" /> whose wife does stuff as well erm and everybody else is female erm and he is the leader and until this year he was the treasurer as well now somebody has stepped up to be treasurer erm so i went to the first meeting and said you know i'll i'm volunteering for the committee i mean it obviously it's between agms but they they can do that relatively informally it's not like <anon type=""miscpersonalinfo"" /> i had to fill a form in that goes off to",1
27265,S0012,M,['no info'],SF6K,181,no I can't remember her name I remember Cordelia she was like a pig,15,50_plus,no i can't remember her name i remember cordelia she was like a pig,1
1535,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,343,"well it's not going to be an ongoing it's a sort of one-off job getting it cleared that I've planted it with this meadow grass and I shouldn't have done I should have left it clear <pause dur=""short"" /> so it needs getting back to soil again",48,50_plus,"well it's not going to be an ongoing it's a sort of one-off job getting it cleared that i've planted it with this meadow grass and i shouldn't have done i should have left it clear <pause dur=""short"" /> so it needs getting back to soil again",1
16331,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,294,"and er <pause dur=""short"" /> managed to persuade <pause dur=""short"" /> managed to persuade her <pause dur=""short"" /> not not to go through this",15,50_plus,"and er <pause dur=""short"" /> managed to persuade <pause dur=""short"" /> managed to persuade her <pause dur=""short"" /> not not to go through this",1
54756,S0084,F,[],SU82,1838,mm,1,19_29,mm,0
26507,S0679,F,"['making a shopping list', 'ages on birthday cards', 'buying calendar fobs', 'art and craft at school', 'other things from primary school', 'hockey boots', 'subjects for study at university – sound recording', 'wider take on social history', 'changes in computers and computing', 'passing computers to computing museum', 'volunteering at computing museum']",SEVC,75,"no <pause dur=""short"" />",1,50_plus,"no <pause dur=""short"" />",1
12616,S0679,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,653,judge and she would say oh he makes my heart beat you know he she used to do her,19,50_plus,judge and she would say oh he makes my heart beat you know he she used to do her,1
28679,S0015,F,"['estate agents', 'travelling']",SFPK,182,<unclear /> she come home <unclear /> separate <unclear />,7,50_plus,<unclear /> she come home <unclear /> separate <unclear />,1
22872,S0242,M,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,492,mm,1,50_plus,mm,1
59859,S0084,F,[],SXCW,140,tut,1,19_29,tut,0
7258,S0015,F,['bringing my daughter from abroad to live here'],S5ER,171,which would be a lot less than if you've got two people or three people,16,50_plus,which would be a lot less than if you've got two people or three people,1
37615,S0681,M,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,705,yes you can,3,50_plus,yes you can,1
1465,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,273,"but the robin that comes here isn't like that it's very shy <pause dur=""short"" /> the tits are much less nervy than the robin <vocal desc=""laugh"" />",23,50_plus,"but the robin that comes here isn't like that it's very shy <pause dur=""short"" /> the tits are much less nervy than the robin <vocal desc=""laugh"" />",1
53915,S0529,F,"['university doubts', 'future careers', 'celebrities', 'babies']",STMM,926,god,1,19_29,god,0
60820,S0355,M,"['news items', 'food', 'drinking']",SXJW,233,"going to steal these napkins cos they make excellent <trunc>hand</trunc>handkerchiefs for me during the day <pause dur=""short"" /> have we finished recording?",20,50_plus,"going to steal these napkins cos they make excellent <trunc>hand</trunc>handkerchiefs for me during the day <pause dur=""short"" /> have we finished recording?",1
20929,S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,245,mid-thirties now erm he was a student here and is an honorary official at Wimbledon,15,50_plus,mid-thirties now erm he was a student here and is an honorary official at wimbledon,1
27980,S0375,F,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']",SFLB,982,yeah,1,19_29,yeah,0
62352,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,429,<unclear>because we can service that care</unclear>,0,50_plus,<unclear>because we can service that care</unclear>,1
50978,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,856,go back to it <unclear />,5,19_29,go back to it <unclear />,0
1397,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,205,"<vocal desc=""laugh"" />",0,50_plus,"<vocal desc=""laugh"" />",1
53466,S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,905,oh who have you seen?,6,19_29,oh who have you seen?,0
55387,S0444,F,"['yoga', 'neighbours', 'singing', 'relationships', 'future']",SUPB,146,"kind of wanna be going from <anon type=""place"" /> to <anon type=""place"" /> rather than anywhere else cos it's only if you've got Google Maps you actually know <unclear>anything</unclear>",27,19_29,"kind of wanna be going from <anon type=""place"" /> to <anon type=""place"" /> rather than anywhere else cos it's only if you've got google maps you actually know <unclear>anything</unclear>",0
8003,S0441,F,"['holiday', 'great north run', 'newcastle', 'netball', 'sport', 'food', 'friends', 'catch-up']",S5YC,238,"oh my god <vocal desc=""laugh"" />",3,19_29,"oh my god <vocal desc=""laugh"" />",0
55286,S0041,F,[],SU82,4059,"she never gonna <vocal desc=""laugh"" /> need that again",7,19_29,"she never gonna <vocal desc=""laugh"" /> need that again",0
10796,S0530,F,"['the future and old age', 'art', 'essays', 'computer games']",S7NV,820,oh,1,19_29,oh,0
42692,S0282,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,99,aha,1,50_plus,aha,1
13695,S0013,F,['no info'],S9DE,316,mm,1,50_plus,mm,1
15816,S0441,F,"['sport', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'house']",S9KS,2,they've brought them back <trunc>vani</trunc>,5,19_29,they've brought them back <trunc>vani</trunc>,0
16154,S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,117,mm,1,50_plus,mm,1
24789,S0635,M,"['honeymoon', 'usa', 'iceland', 'boston', 'portland maine', 'family', 'california road trip', 'san francisco', 'la', 'camping', 'hotels', 'motels', 'national parks', 'desert', 'outsider art', 'food.']",SEGJ,732,yeah,1,19_29,yeah,0
38154,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,411,erm I went I went to see it years well probably about twenty years ago it was called The Last Emperor and I think it was by a famous,29,50_plus,erm i went i went to see it years well probably about twenty years ago it was called the last emperor and i think it was by a famous,1
24407,S0444,F,"['halloween party', 'relationships', 'work', 'future', 'holiday', 'new job', 'friends', 'interview', 'the past']",SECS,841,yeah,1,19_29,yeah,0
38951,S0179,M,"['food', 'gyms', 'work', 'cars', 'friends', 'graduate jobs', 'literature', 'drugs', 'tv and film', 'gender discrimination', 'babies']",SM6B,77,I might have a carne calzone,6,19_29,i might have a carne calzone,0
44304,S0013,F,['no info'],SP5U,502,whereas I,2,50_plus,whereas i,1
50980,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,862,might be worth might be worth moving to Edinburgh wouldn't it?,13,19_29,might be worth might be worth moving to edinburgh wouldn't it?,0
4131,S0248,M,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,16,I don't think mind you I I've never <trunc>t</trunc> actually tested it on myself,15,50_plus,i don't think mind you i i've never <trunc>t</trunc> actually tested it on myself,1
17511,S0281,M,"['recent mail', 'job prospects']",SA9T,147,"<vocal desc=""laugh"" /> you want to",3,50_plus,"<vocal desc=""laugh"" /> you want to",1
48100,S0139,F,['work'],SQ55,186,but when's she due? Will she want to ride?,12,19_29,but when's she due? will she want to ride?,0
23133,UNKMALE,M,"['recent news', 'personal situation']",SDJ9,29,yes,1,50_plus,yes,1
19745,S0530,F,"['instructing how to use the finger detector instead of number code on iphone', 'dislike of sundays', 'funny pictures on the internet', 'online shopping']",SCVK,307,no spend it on yourself,5,19_29,no spend it on yourself,0
32247,S0679,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,498,yeah yeah,2,50_plus,yeah yeah,1
25974,S0557,F,"['future plans', 'relationships', 'trip to edinburgh/london', 'flooding in the lakes', 'christmas', 'present buying', 'family. ']",SEM7,1223,"they have like a pond and <unclear>it's</unclear> <vocal desc=""cough"" />",6,19_29,"they have like a pond and <unclear>it's</unclear> <vocal desc=""cough"" />",0
23998,S0439,F,"['food', 'friends', 'relationships', 'tv programmes', 'work', 'complaining.  ']",SE2C,375,no,1,19_29,no,0
39649,S0012,M,['no info'],SMF3,287,oh yeah?,3,50_plus,oh yeah?,1
59567,S0486,F,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,201,right,1,50_plus,right,1
27255,S0012,M,['no info'],SF6K,171,it wrecked that door,4,50_plus,it wrecked that door,1
4089,S0275,F,"['pets', 'food', 'family', 'image', 'exercising', 'going out', 'drinking', 'school', 'friends', 'the internet', 'boys', 'love', 'football.']",S3S6,331,but Friday afternoon he messaged me,6,19_29,but friday afternoon he messaged me,0
66581,S0450,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,2812,up there,2,19_29,up there,0
58210,S0336,F,"['scottish referendum', 'online forums']",SVWU,131,so erm I've seen,5,19_29,so erm i've seen,0
36525,S0441,F,"['holiday', 'barcelona', 'paris', 'future plans', 'the weekend', 'tv shows', 'food', 'family', 'boyfriends', '']",SLDD,475,"yeah <pause dur=""short"" /> <trunc>exact</trunc> yeah I think it's available",7,19_29,"yeah <pause dur=""short"" /> <trunc>exact</trunc> yeah i think it's available",0
25503,S0084,F,"['friendships', 'relationships', 'clothes']",SEGU,1149,Nofo's,2,19_29,nofo's,0
12324,S0679,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,361,your red skirt to a party I went to when I was about thirteen,14,50_plus,your red skirt to a party i went to when i was about thirteen,1
50322,S0238,F,"['birdsong identification', 'alarm clocks', 'feeding birds', 'the dentist', 'nosebleeds', 'feeding birds', 'gardening', 'elderly women', 'throat cancer', 'mutual friends']",SRBZ,553,oh,1,50_plus,oh,1
15573,S0268,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,187,mm,1,50_plus,mm,1
48839,UNKFEMALE,F,['health issues'],SQS3,242,where's dad then?,5,50_plus,where's dad then?,1
53556,S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1246,it it yeah,3,19_29,it it yeah,0
3942,S0428,F,"['holidays', 'jobs', 'family', 'visiting countries']",S3RL,48,no,1,19_29,no,0
57614,S0426,M,"[""how was your weekend; football players' young children; snooker players; gardening; marking students' work; entry ino the police force and the armed forces""]",SVN6,111,sure,1,50_plus,sure,1
53097,S0202,F,"['mattresses', 'lectures', 'university topics']",STGP,32,so I'm like erm do you mind buying erm some and I'll send you the money so I was gonna transfer it it can't it's not he can't accept erm payments at the moment for his bank so I've got to send it via Paypal,52,19_29,so i'm like erm do you mind buying erm some and i'll send you the money so i was gonna transfer it it can't it's not he can't accept erm payments at the moment for his bank so i've got to send it via paypal,0
24297,S0439,F,"['halloween party', 'relationships', 'work', 'future', 'holiday', 'new job', 'friends', 'interview', 'the past']",SECS,431,<unclear />,1,19_29,<unclear />,0
13522,S0012,M,['no info'],S9DE,143,not for senior school for senior school it was more,10,50_plus,not for senior school for senior school it was more,1
17027,S0015,F,"['food', 'china', 'laptop']",S9ZP,192,"hm? <pause dur=""short"" /> no no he's very clever very very practical and he's got a lot of knowledge about a lot he loves science he's brilliant on science but he's not very erm you know studious he will happily <unclear>in the</unclear> classroom all day",45,50_plus,"hm? <pause dur=""short"" /> no no he's very clever very very practical and he's got a lot of knowledge about a lot he loves science he's brilliant on science but he's not very erm you know studious he will happily <unclear>in the</unclear> classroom all day",1
27866,S0167,F,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']",SFLB,465,which is nice,3,19_29,which is nice,0
52640,S0012,M,['no info'],ST64,141,yeah well cos he looked like erm him off,9,50_plus,yeah well cos he looked like erm him off,1
20800,S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,116,he,1,50_plus,he,1
32190,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,441,yes I'm sure we had some I can't remember,11,50_plus,yes i'm sure we had some i can't remember,1
19381,S0530,F,"['the future and old age', 'art', 'essays', 'computer games']",SCS9,347,"<vocal desc=""laugh"" /> where is the cool one that I loved and she showed me?",13,19_29,"<vocal desc=""laugh"" /> where is the cool one that i loved and she showed me?",0
49392,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,415,I don't know I I didn't ask him about you know did he leave or was he pushed,20,50_plus,i don't know i i didn't ask him about you know did he leave or was he pushed,1
46342,S0524,M,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,750,erm and I thought that was fantastic,7,50_plus,erm and i thought that was fantastic,1
49758,S0670,M,['science  general activities  anecdotes tv license studying jokes'],SR9W,671,"we're <trunc>d</trunc> we're <vocal desc=""laugh"" /> we're we're",8,19_29,"we're <trunc>d</trunc> we're <vocal desc=""laugh"" /> we're we're",0
41659,S0336,F,"['driving', 'cars', 'commuting', 'saving']",SNCL,175,"never mind that'll have to do <pause dur=""long"" />",7,19_29,"never mind that'll have to do <pause dur=""long"" />",0
22384,S0242,M,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,4,yes <unclear>right</unclear>,1,50_plus,yes <unclear>right</unclear>,1
26052,S0254,F,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SESD,160,I've never seen anything,5,19_29,i've never seen anything,0
27000,S0439,F,"['food', 'work-outs', 'weight lifting', 'running', 'general fitness', 'relationships', 'things around us', 'financial woes', 'holidays', 'family.']",SEZ2,689,yeah you become overly sensitive,5,19_29,yeah you become overly sensitive,0
45727,S0524,M,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,135,mm,1,50_plus,mm,1
56742,S0670,M,"['shakespeare', 'sarcasm', 'skill learning and “winning”', 'surnames and nicknames', 'golf', 'places of work']",SVCT,163,and you hold your arm outstretched and you hit it so you're hitting the ball between the erm,19,19_29,and you hold your arm outstretched and you hit it so you're hitting the ball between the erm,0
43121,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,528,"er at you know community rate and so I know they <unclear /> pressed the numbers they have a legacy so they've got lots of money which is a dreadful shame <pause dur=""short"" /> and a couple of them were really really really pushing that they had to have a kitchen to do the cooking in so I said I it's not my decision whether you have a kitchen or not but it seemed to be an enormous amount of money to spend that you ought to justify to yourself",88,50_plus,"er at you know community rate and so i know they <unclear /> pressed the numbers they have a legacy so they've got lots of money which is a dreadful shame <pause dur=""short"" /> and a couple of them were really really really pushing that they had to have a kitchen to do the cooking in so i said i it's not my decision whether you have a kitchen or not but it seemed to be an enormous amount of money to spend that you ought to justify to yourself",1
55350,S0084,F,[],SU82,4345,"anyone can believe what they like so long as they're not indoctrinating other people <pause dur=""short"" /> and I think any kind of extremism whether it's EDL versus extreme Muslims",29,19_29,"anyone can believe what they like so long as they're not indoctrinating other people <pause dur=""short"" /> and i think any kind of extremism whether it's edl versus extreme muslims",0
44865,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,293,well we've got something in common then I had an accident in nineteen seventy-eight,15,50_plus,well we've got something in common then i had an accident in nineteen seventy-eight,1
19060,S0264,M,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']",SCQC,109,yes and we went,4,50_plus,yes and we went,1
1686,S0243,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,494,mm,1,50_plus,mm,1
59988,S0084,F,[],SXCW,711,"so do your parents call you <anon nameType=""m"" type=""name"" />?",8,19_29,"so do your parents call you <anon nametype=""m"" type=""name"" />?",0
32039,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,290,yes,1,50_plus,yes,1
49104,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,127,I'll pop in just to,6,50_plus,i'll pop in just to,1
42284,S0585,F,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,1140,"it <trunc>w</trunc> yeah it was it felt like it at the time cos er <anon nameType=""f"" type=""name"" /> didn't like <anon nameType=""f"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> didn't like <anon nameType=""f"" type=""name"" /> so I was just like oh right taking it all <vocal desc=""misc"" /> great <vocal desc=""misc"" />",35,19_29,"it <trunc>w</trunc> yeah it was it felt like it at the time cos er <anon nametype=""f"" type=""name"" /> didn't like <anon nametype=""f"" type=""name"" /> and <anon nametype=""f"" type=""name"" /> didn't like <anon nametype=""f"" type=""name"" /> so i was just like oh right taking it all <vocal desc=""misc"" /> great <vocal desc=""misc"" />",0
64076,S0646,F,['having and being treated for cancer. knowledge and terminology. attitudes of younger women to sex. talking to and being examined by doctors. symptoms. screening and testing. personal experiences. types of cancer. assisted fertility treatments. process of investigation at hospital. being given the news. men’s experience. being a woman after surgery. marital relations afterwards. 1970s feminist messages. need for radical surgery.'],SYX3,378,or even in ovarian cancer actually,6,50_plus,or even in ovarian cancer actually,1
52,S0642,M,"['art course running at the time', 'plus old issues concerning old college.']",S29X,53,but I know a lot about the Lady <trunc>i</trunc><trunc>i</trunc>,8,50_plus,but i know a lot about the lady <trunc>i</trunc><trunc>i</trunc>,1
28524,S0281,M,"['estate agents', 'travelling']",SFPK,27,oh yeah,2,50_plus,oh yeah,1
38487,S0013,F,['no info'],SLMK,22,that's cos it's my favourite,7,50_plus,that's cos it's my favourite,1
42617,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,24,"so <pause dur=""short"" /> I think that research we did do you remember what we did the er draft business plan? we put in I think we even had a photo <pause dur=""short"" /> of every space that was left there",36,50_plus,"so <pause dur=""short"" /> i think that research we did do you remember what we did the er draft business plan? we put in i think we even had a photo <pause dur=""short"" /> of every space that was left there",1
65403,S0013,F,['no info'],SZBV,424,well it's exciting isn't it?,8,50_plus,well it's exciting isn't it?,1
51017,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,1010,yeah,1,19_29,yeah,0
36808,S0624,F,"['politics (racisim)', 'what we have ordered', 'work politics', 'housing', 'capitalism']",SLH6,750,yeah,1,19_29,yeah,0
30554,S0208,F,"['friendships', 'relationships', 'making plans']",SGHZ,63,oh,1,19_29,oh,0
27294,S0013,F,['no info'],SF6K,210,no second,2,50_plus,no second,1
58311,S0428,F,"['holidays', 'jobs', 'family', 'visiting countries']",SWD7,80,yeah,1,19_29,yeah,0
38974,S0179,M,"['food', 'gyms', 'work', 'cars', 'friends', 'graduate jobs', 'literature', 'drugs', 'tv and film', 'gender discrimination', 'babies']",SM6B,167,"I think so <pause dur=""short"" /> yes please",5,19_29,"i think so <pause dur=""short"" /> yes please",0
9545,S0508,F,"['childhood', 'life issues', 'family history', 'burns and the treatment given.']",S6J8,233,a,1,50_plus,a,1
39918,S0012,M,['no info'],SMF3,556,no,1,50_plus,no,1
45547,S0439,F,"['food', 'habits', 'friends', 'relationships. ']",SPXV,290,two and a half why not?,7,19_29,two and a half why not?,0
65467,S0266,F,['how to overcome problem of strings breaking; methods involved (including using cable ties); materials/dimensions/positioning/weight; costing; trailing the ideas; discussion on the use of the word ‘fleet’; use of product in primary school v. secondary school; cutting ear lobe and stripe in hair by mistake; marketing the idea; dragons’ den; resulting new haircut...'],SZNP,57,so who who had this idea?,7,50_plus,so who who had this idea?,1
911,S0680,F,"['computers', 'work colleagues in computing', 'furniture', 'discuss tidying up a house']",S2CY,71,Anderson,1,50_plus,anderson,1
30899,UNKMULTI,M,"['study', ""tomorrow's plans"", 'cooking', 'smoking', 'selling cds', 'the internet', 'cataloguing', 'children', 'beer and cigarettes', ""master's degrees"", 'linguistics', 'visiting home', 'family', 'basque', 'jobs', 'south korea', 'grammar', 'budgets', 'pheromones']",SGN8,300,"<vocal desc=""laugh"" />",0,19_29,"<vocal desc=""laugh"" />",0
